Keyword;Avg. monthly searches;Mudança em três meses;Mudança YoY;Competition;Competition (indexed value);Top of page bid (low range);Top of page bid (high range);Ad impression share;Organic impression share;Organic average position;In account?;In plan?;Searches: Mar 2025;Searches: Apr 2025;Searches: May 2025;Searches: Jun 2025;Searches: Jul 2025;Searches: Aug 2025;Searches: Sep 2025;Searches: Oct 2025;Searches: Nov 2025;Searches: Dec 2025;Searches: Jan 2026;Searches: Feb 2026
farol do ford ka 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do ford ka 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do ford ka 2015;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do ford ka 2018;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do ford ka 2019;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do fox;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do fox 2006;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do fox 2008;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do fox 2010;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do fox 2011;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do fox 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do fox 2013;50;0%;0%;Alto;76;;;;;;;;;;;;;;;;;;;
farol do fox 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do fusion 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
farol do gol 2001;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do gol 96;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do gol 97;50;0%;0%;Alto;71;;;;;;;;;;;;;;;;;;;
farol do gol 99;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol bola;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol bola gti;50;0%;∞;Médio;33;;;;;;;;;;;;;;;;;;;
farol do gol g2 esportivo;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g2 gti;50;0%;0%;Médio;50;;;;;;;;;;;;;;;;;;;
farol do gol g3 máscara negra;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g3 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g4 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g4 máscara negra;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g4 original;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g5 máscara negra;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol g5 original;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do gol g6 original;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do gol g7;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do gol g8;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do gol gti;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do gol gti bola;50;0%;∞;Médio;33;;;;;;;;;;;;;;;;;;;
farol do gol quadrado 94;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do golf;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do golf 2001;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do golf 2002;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do golf gti;50;0%;0%;Alto;82;;;;;;;;;;;;;;;;;;;
farol do golf sportline;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do grand siena;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do hb20;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do hb20 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do hb20 2015;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do honda civic;50;0%;0%;Baixo;29;;;;;;;;;;;;;;;;;;;
farol do honda civic 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do honda fit;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do honda fit 2008;50;∞;∞;Baixo;0;;;;;;;;;;;;;;;;;;;
farol do i30;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do i30 2010;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do jetta;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do jetta 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do kwid;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do lado do motorista é esquerdo ou direito;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do logan 2008;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do logan 2011;50;∞;0%;Alto;67;;;;;;;;;;;;;;;;;;;
farol do logan 2012;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do mobi;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do monza;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do monza 89;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do monza 94;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do monza tubarão;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do new fiesta;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do new fiesta 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do omega;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do onix;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do onix 2013;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do onix 2014;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do onix 2015;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do onix 2018;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do onix 2019;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do onix 2020;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do onix 2022;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 2000;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2002;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 2004;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2006;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 2009;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2012;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 2015;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do palio 98;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio 99;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do palio attractive 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do peugeot 208;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do peugeot 307;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2004;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2006;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2007;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do polo 2010;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do porsche;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do prisma;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do prisma 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do prisma 2009;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do prisma 2010;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do prisma 2012;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do prisma 2015;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do punto;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do punto 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do punto 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do punto 2011;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do punto 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do sandero;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do sandero 2010;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do sandero 2012;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do sandero 2013;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do santana;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do santana 2000;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do santana 97;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do scania série 5;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do siena;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do siena 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do siena 2007;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do siena 2008;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do siena 2009;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do siena 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do siena 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do stilo;50;∞;∞;Alto;67;;;;;;;;;;;;;;;;;;;
farol do uno;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do uno 2001;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2002;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2005;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do uno 2006;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2007;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2011;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 2013;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol do uno 93;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 94;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 95;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 96;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno 97;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do uno vivace;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra 2001;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra 2008;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra 98;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do vectra 99;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do veloster;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do virtus;50;∞;0%;Médio;57;;;;;;;;;;;;;;;;;;;
farol do voyage;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol do voyage 2010;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do voyage 2013;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do voyage g5;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol do voyage g6;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol doblo;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol doblo 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol dodge dakota;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol dodge ram;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ds3;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ds3 full led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ducato;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ducato 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ducato 2011;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ducato 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol duplo gol g2;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol duplo gol g3;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol duster;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol duster 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol duster 2014;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol duster 2016;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol duster 2021;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ecosport;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ecosport 2004;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ecosport 2006;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol ecosport 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ecosport 2009;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ecosport 2014;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ecosport 2015;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol elantra 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol elite 125;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol escamoteável;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
farol esportivo;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol esportivo gol g2;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol esquerdo;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol etios;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol etios 2013;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol etios 2015;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol evoque;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol evoque 2012;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol evoque 2013;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol f1000 97;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol f800;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol factor 125;50;0%;0%;Alto;86;;;;;;;;;;;;;;;;;;;
farol factor 150;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol factor 150 original;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol falcon;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fan 125;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fan 150;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fan 160;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fazer;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fazer 150;50;0%;0%;Alto;71;;;;;;;;;;;;;;;;;;;
farol fazer 150 original;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fazer 2022;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fazer 250;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fazer 250 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fazer 250 original 2022;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fazer 250 original 2023;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiat 147;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiat argo;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiat argo com led;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiat mobi;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiat punto;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiat uno 2008;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiesta;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 2000;50;0%;∞;Alto;86;;;;;;;;;;;;;;;;;;;
farol fiesta 2001;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiesta 2002;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiesta 2003;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 2004;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 2007;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiesta 2009;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 2010;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 2013;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fiesta 97;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiorino;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiorino 2008;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiorino 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fiorino 2013;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fit 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fluence;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol fluence 2013;50;0%;0%;Baixo;29;;;;;;;;;;;;;;;;;;;
farol foco duplo;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol foco duplo gol g3;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol foco duplo gol g5;50;0%;0%;Alto;86;;;;;;;;;;;;;;;;;;;
farol foco duplo palio g1;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2005;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2007;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2008;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2009;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol focus 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol focus 2015;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford cargo;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford cargo 815;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford fiesta;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford fiesta 2005;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford fiesta 2011;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford focus;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford focus 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford focus 2012;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2000;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2007;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2012;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2013;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol ford ka 2017;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol ford ka 2020;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fox;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2004;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fox 2005;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fox 2006;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2007;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fox 2010;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2014;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2015;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox 2016;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fox led;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol freemont;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol freemont 2012;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol frontier;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol frontier 2004;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol frontier 2013;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol frontier 2014;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol full led;50;0%;∞;Baixo;14;;;;;;;;;;;;;;;;;;;
farol full led civic g10 original;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol full led jeep renegade;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol full led renegade;50;∞;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol fume gol g4;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusca 73;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fusca 74;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fusca led;50;0%;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fusca olho de boi;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol fusca tsi;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusion;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusion 2008;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusion 2010;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusion 2011;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusion 2012;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol fusion 2014;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol fz15;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g3;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g3 mascara negra;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g4;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g4 mascara negra;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g5;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g5 foco duplo;50;0%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g6;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol g7;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gla 200;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol;50;0%;0%;Baixo;0;;;;;;;;;;;;;;;;;;;
farol gol 94;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol gol 96;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
farol gol 97;50;0%;0%;Alto;71;;;;;;;;;;;;;;;;;;;
farol gol 99;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol bola;50;-100%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol bola foco duplo;50;-100%;0%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol bola gti;50;0%;∞;Médio;33;;;;;;;;;;;;;;;;;;;
farol gol g2 foco duplo máscara negra;50;0%;-100%;Desconhecido;;;;;;;;;;;;;;;;;;;;
farol gol g2 gti;50;0%;0%;Médio;50;;;;;;;;;;;;;;;;;;;
farol gol g2 mascara negra;50;0%;∞;Alto;100;;;;;;;;;;;;;;;;;;;
farol gol g2 original;50;∞;0%;Alto;100;;;;;;;;;;;;;;;;;;;
